"List(1, 1239, 3561)",733
"List(1239, 2685, 3561)",733
"List(701, 1239, 1673)",733
"List(293, 1239, 3561)",733
"List(1, 701, 1239)",733
"List(1, 2914, 3561)",733
"List(293, 1239, 1740)",733
"List(1, 701, 3561)",733
"List(286, 701, 3561)",733
"List(293, 2914, 3561)",733
"List(1239, 1673, 3561)",733
"List(701, 1239, 1740)",733
"List(701, 1239, 6461)",733
"List(568, 1239, 3561)",733
"List(701, 1239, 6453)",733
"List(701, 1673, 3561)",733
"List(286, 701, 1740)",733
"List(701, 1239, 3561)",733
"List(174, 2914, 3561)",732
"List(2914, 3561, 6467)",732
"List(174, 701, 3561)",732
"List(701, 1239, 5646)",732
"List(1239, 2548, 3561)",732
"List(1239, 3561, 6347)",732
"List(1239, 1740, 1800)",732
"List(174, 701, 1239)",732
"List(286, 701, 702)",732
"List(1239, 1800, 3561)",732
"List(293, 701, 1740)",732
"List(701, 1239, 6347)",732
"List(293, 1239, 2914)",732
"List(1239, 3561, 6461)",732
"List(2914, 3561, 6172)",732
"List(1239, 3561, 4565)",732
"List(701, 2685, 3561)",732
"List(1239, 3561, 5006)",732
"List(1239, 3561, 4200)",732
"List(1239, 2914, 6172)",732
"List(1239, 3561, 6172)",732
"List(568, 2914, 3561)",732
"List(174, 1239, 2914)",732
"List(293, 1740, 2914)",732
"List(1239, 2497, 2914)",732
"List(568, 1239, 2914)",732
"List(1, 1239, 2914)",732
"List(701, 1239, 2548)",732
"List(1, 701, 5727)",732
"List(1, 701, 1740)",732
"List(1239, 2914, 3561)",732
"List(701, 3561, 6461)",732
"List(174, 1239, 3561)",732
"List(701, 3561, 6347)",732
"List(668, 2914, 3561)",732
"List(1239, 2828, 3561)",732
"List(1, 1239, 1740)",732
"List(701, 1239, 2685)",732
"List(1, 71, 701)",732
"List(701, 2548, 3561)",732
"List(293, 701, 3561)",732
"List(1239, 1740, 2914)",732
"List(293, 701, 1239)",732
"List(1, 1740, 2914)",731
"List(1239, 2914, 3320)",731
"List(701, 1239, 3491)",731
"List(286, 702, 3333)",731
"List(668, 2914, 7170)",731
"List(286, 701, 2497)",731
"List(286, 293, 3561)",731
"List(297, 1239, 2914)",731
"List(668, 1239, 3561)",731
"List(702, 1755, 3333)",731
"List(81, 701, 1239)",731
"List(701, 1239, 1760)",731
"List(286, 1740, 2497)",731
"List(701, 1740, 2497)",731
"List(701, 1239, 2497)",731
"List(297, 1239, 3561)",731
"List(286, 2914, 3561)",731
"List(286, 293, 1740)",731
"List(297, 2914, 3561)",731
"List(668, 1239, 2914)",731
"List(293, 1239, 2548)",731
"List(286, 2497, 2914)",731
"List(293, 2548, 3561)",731
"List(1239, 3561, 3951)",731
"List(1239, 1740, 2497)",731
"List(1, 33, 701)",731
"List(2548, 2914, 3561)",730
"List(174, 701, 1673)",730
"List(286, 1740, 2914)",730
"List(286, 293, 701)",730
"List(1239, 2914, 4000)",730
"List(1239, 2828, 2914)",730
"List(293, 701, 2548)",730
"List(1239, 2914, 4565)",730
"List(174, 1239, 1673)",730
"List(2914, 3561, 3967)",730
"List(1239, 2497, 3847)",730
"List(174, 1673, 3561)",730
"List(2828, 2914, 3561)",730
"List(1239, 2548, 2914)",730
"List(297, 668, 2914)",730
"List(701, 1239, 4231)",730
"List(297, 701, 3561)",730
"List(297, 668, 3561)",730
"List(297, 701, 1239)",730
"List(1239, 3491, 3561)",730
"List(297, 668, 1239)",730
"List(701, 3491, 3561)",730
"List(2914, 3561, 4565)",730
"List(1, 1239, 3450)",730
"List(701, 3561, 3967)",730
"List(1740, 2497, 2914)",730
"List(1239, 2914, 5696)",730
"List(1, 1239, 3847)",729
"List(286, 2497, 3561)",729
"List(701, 1239, 4200)",729
"List(2497, 2914, 3561)",729
"List(1833, 3561, 4200)",729
"List(701, 2497, 3561)",729
"List(293, 2548, 2914)",729
"List(701, 1239, 4565)",729
"List(1239, 2497, 3561)",729
"List(701, 3561, 4565)",729
"List(286, 293, 2914)",729
"List(3561, 4200, 6467)",728
"List(702, 1653, 2603)",728
"List(1239, 2914, 6461)",728
"List(286, 668, 3561)",728
"List(701, 3561, 4200)",728
"List(2914, 3561, 3932)",728
"List(2914, 3561, 3951)",728
"List(1, 286, 2914)",727
"List(286, 568, 3561)",727
"List(1, 286, 3561)",727
"List(3491, 3561, 3932)",727
"List(1239, 2914, 3951)",727
"List(286, 1740, 1800)",727
"List(2914, 3561, 6461)",727
"List(286, 1800, 3561)",727
"List(1, 286, 701)",727
"List(286, 668, 2914)",726
"List(1257, 1755, 1800)",726
"List(702, 1103, 3333)",726
"List(1, 286, 1740)",726
"List(286, 2548, 3561)",725
"List(1239, 1740, 2828)",725
"List(286, 568, 2914)",725
"List(1, 1239, 1673)",724
"List(1, 701, 1673)",724
"List(1, 1673, 3561)",724
"List(286, 701, 2548)",724
"List(286, 2548, 2914)",724
"List(286, 2914, 5696)",724
"List(286, 2914, 6172)",723
"List(286, 2828, 3561)",723
"List(2685, 2914, 3561)",723
"List(286, 3561, 4200)",723
"List(286, 3561, 6172)",723
"List(174, 286, 2914)",722
"List(286, 297, 2914)",722
"List(701, 3561, 6467)",722
"List(286, 701, 3491)",722
"List(286, 297, 3561)",722
"List(286, 2828, 2914)",722
"List(286, 293, 2548)",722
"List(1239, 2685, 2914)",722
"List(174, 286, 3561)",722
"List(1740, 2828, 2914)",722
"List(174, 286, 701)",722
"List(701, 3561, 5683)",721
"List(286, 3491, 3561)",721
"List(286, 2914, 7170)",721
"List(286, 297, 701)",721
"List(286, 2497, 3847)",721
"List(286, 668, 7170)",721
"List(286, 297, 668)",721
"List(286, 701, 4200)",720
"List(1239, 3561, 5696)",720
"List(1, 701, 3479)",720
"List(286, 2914, 4565)",720
"List(701, 5683, 7474)",720
"List(1, 286, 3847)",720
"List(286, 3561, 4565)",720
"List(1, 701, 5737)",718
"List(1239, 3561, 6993)",718
"List(2914, 3561, 5696)",718
"List(701, 1239, 2828)",718
"List(286, 1673, 3561)",718
"List(701, 1239, 6993)",718
"List(286, 701, 1673)",718
"List(701, 3561, 6993)",718
"List(701, 1239, 3742)",717
"List(701, 1740, 1800)",717
"List(702, 1890, 3333)",717
"List(1239, 2551, 3561)",717
"List(701, 1239, 1800)",717
"List(701, 3561, 3703)",717
"List(701, 1740, 2828)",717
"List(1, 1239, 3404)",717
"List(701, 1800, 3561)",717
"List(2914, 3561, 4544)",717
"List(1239, 2516, 3561)",717
"List(701, 2828, 3561)",717
"List(1, 701, 6227)",717
"List(1239, 3561, 3563)",717
"List(1239, 1767, 3561)",717
"List(701, 1239, 2551)",717
"List(1, 1239, 3749)",717
"List(286, 701, 4565)",717
"List(701, 2551, 3561)",717
"List(701, 3561, 4544)",717
"List(701, 3561, 4722)",716
"List(701, 2548, 10424)",716
"List(1239, 3561, 8043)",716
"List(701, 1673, 1740)",716
"List(286, 1673, 1740)",716
"List(286, 1740, 2828)",716
"List(1239, 1740, 6172)",716
"List(1740, 2914, 6172)",716
"List(1239, 1673, 1740)",716
"List(2500, 2506, 2907)",716
"List(1, 1239, 6597)",715
"List(3561, 5696, 6113)",715
"List(1, 701, 6597)",715
"List(2551, 2914, 3561)",715
"List(286, 701, 1800)",715
"List(2914, 3407, 3561)",715
"List(1239, 2551, 2914)",715
"List(701, 1746, 3561)",714
"List(1239, 2899, 3561)",714
"List(701, 4200, 6467)",714
"List(701, 1740, 10334)",714
"List(1746, 2914, 3561)",714
"List(286, 2914, 3407)",713
"List(2914, 3561, 3914)",713
"List(1239, 2041, 3561)",713
"List(701, 1239, 5778)",713
"List(1239, 3561, 7258)",713
"List(1, 701, 7430)",713
"List(1239, 3561, 4006)",713
"List(174, 1290, 8355)",713
"List(1, 701, 4911)",713
"List(701, 1239, 6597)",713
"List(1, 3561, 5000)",713
"List(701, 1239, 4006)",712
"List(1239, 1800, 2497)",712
"List(1740, 1800, 2497)",712
"List(286, 3561, 5696)",712
"List(701, 3561, 4006)",712
"List(701, 2015, 6347)",712
"List(701, 1239, 6181)",712
"List(1239, 2914, 4006)",711
"List(1239, 3561, 4544)",711
"List(1239, 1673, 4200)",711
"List(701, 1239, 4544)",711
"List(701, 1239, 2041)",711
"List(701, 3561, 3614)",711
"List(1, 2914, 5000)",711
"List(1239, 2914, 4544)",711
"List(2914, 3561, 5000)",711
"List(701, 2041, 3561)",711
"List(2914, 3561, 4006)",711
"List(13, 668, 7170)",711
"List(293, 1239, 5646)",711
"List(702, 1755, 1759)",711
"List(1673, 3561, 4200)",710
"List(1800, 2497, 3561)",710
"List(701, 1239, 6082)",710
"List(293, 701, 5646)",710
"List(1, 701, 5000)",710
"List(701, 3561, 5000)",710
"List(701, 1239, 10440)",709
"List(286, 701, 2828)",709
"List(701, 3561, 6582)",709
"List(701, 2497, 2548)",709
"List(1239, 2497, 2548)",709
"List(1, 140, 701)",709
"List(701, 1239, 7876)",709
"List(1239, 3561, 3831)",709
"List(1239, 2497, 4565)",709
"List(701, 1239, 7115)",709
"List(1239, 3561, 6113)",709
"List(2497, 2548, 3561)",709
"List(1239, 2497, 5696)",709
"List(22, 668, 7170)",708
"List(1, 701, 1830)",708
"List(33, 701, 2497)",708
"List(702, 1755, 3228)",708
"List(286, 702, 1755)",708
"List(286, 2551, 3561)",708
"List(1239, 5696, 6113)",708
"List(2497, 3561, 4565)",708
"List(286, 2551, 2914)",708
"List(286, 701, 2551)",708
"List(701, 3561, 4694)",707
"List(286, 1755, 3333)",707
"List(286, 1800, 2497)",707
"List(2914, 3356, 3561)",707
"List(2497, 2914, 5696)",707
"List(1239, 2497, 2828)",707
"List(2497, 2548, 2914)",707
"List(2497, 3561, 3951)",707
"List(701, 1740, 6104)",707
"List(701, 1673, 4200)",707
"List(2856, 5400, 6870)",707
"List(2497, 2914, 4565)",707
"List(1, 701, 10553)",707
"List(1239, 2497, 3951)",707
"List(286, 1740, 6172)",707
"List(286, 2914, 4000)",706
"List(174, 286, 1673)",706
"List(701, 2497, 4565)",706
"List(297, 1239, 2497)",706
"List(2497, 2828, 3561)",706
"List(293, 1740, 1800)",706
"List(293, 1239, 1800)",706
"List(286, 702, 4000)",706
"List(286, 3407, 3561)",706
"List(1, 1673, 1740)",706
"List(1239, 2497, 3320)",706
"List(297, 2497, 2914)",706
"List(2497, 3561, 3967)",706
"List(293, 1800, 3561)",706
"List(701, 2497, 3967)",705
"List(293, 2685, 2914)",705
"List(1, 293, 701)",705
"List(293, 568, 1239)",705
"List(2497, 2828, 2914)",705
"List(293, 701, 6461)",705
"List(293, 1239, 2685)",705
"List(701, 2497, 6461)",705
"List(1239, 2497, 6461)",705
"List(293, 1239, 6461)",705
"List(1, 293, 1239)",705
"List(1, 293, 2914)",705
"List(2497, 2914, 3320)",705
"List(1, 293, 3561)",705
"List(293, 2685, 3561)",705
"List(297, 701, 2497)",705
"List(2497, 2914, 3967)",705
"List(297, 2497, 3561)",705
"List(293, 568, 3561)",705
"List(293, 2914, 6172)",704
"List(293, 1239, 4200)",704
"List(1740, 2914, 4540)",704
"List(174, 293, 701)",704
"List(174, 293, 2914)",704
"List(2497, 2914, 3951)",704
"List(293, 2914, 7170)",704
"List(174, 293, 3561)",704
"List(293, 3561, 4200)",704
"List(293, 1239, 3320)",704
"List(701, 1239, 3951)",704
"List(293, 701, 2685)",704
"List(293, 1239, 6172)",704
"List(174, 293, 1239)",704
"List(293, 3561, 6172)",704
"List(293, 3561, 6461)",704
"List(293, 1239, 4000)",704
"List(701, 3561, 3951)",704
"List(1, 293, 1740)",704
"List(293, 3561, 4565)",704
"List(293, 1239, 4565)",704
"List(293, 568, 2914)",704
"List(2914, 3561, 4694)",703
"List(701, 3491, 6319)",703
"List(1, 2914, 5413)",703
"List(293, 2914, 7922)",703
"List(1, 286, 1673)",703
"List(293, 2914, 3320)",703
"List(1673, 2548, 3561)",703
"List(293, 297, 1239)",703
"List(2497, 3561, 6461)",703
"List(293, 297, 701)",703
"List(286, 1755, 1800)",703
"List(293, 297, 2914)",703
"List(293, 297, 3561)",703
"List(1239, 3847, 5646)",702
"List(286, 2497, 2548)",702
"List(286, 2497, 5696)",702
"List(701, 1673, 2548)",702
"List(701, 3561, 6130)",702
"List(286, 2041, 3561)",702
"List(1239, 1673, 2548)",702
"List(286, 1673, 4200)",702
"List(293, 2914, 4000)",702
"List(293, 701, 4565)",702
"List(293, 2914, 4565)",702
"List(286, 293, 1800)",701
"List(226, 293, 1740)",701
"List(293, 1239, 3491)",701
"List(2914, 3561, 6113)",701
"List(1239, 3951, 7228)",701
"List(293, 701, 3491)",701
"List(293, 3491, 3561)",701
"List(286, 701, 2041)",700
"List(286, 2914, 6066)",700
"List(293, 701, 4200)",700
"List(293, 2914, 6461)",700
"List(2497, 2914, 6461)",700
"List(286, 701, 6066)",700
"List(1740, 2497, 2828)",700
"List(293, 1239, 7066)",700
"List(293, 1275, 3561)",700
"List(2914, 3491, 3561)",699
"List(293, 2914, 2917)",699
"List(701, 1740, 4540)",699
"List(1239, 2914, 3491)",699
"List(286, 2914, 6113)",699
"List(286, 293, 568)",699
"List(2914, 5696, 6113)",698
"List(286, 2497, 2828)",698
"List(278, 3561, 6503)",698
"List(1239, 2914, 6113)",698
"List(286, 701, 6113)",698
"List(293, 3561, 3932)",698
"List(1239, 3561, 3912)",698
"List(1, 286, 293)",698
"List(701, 4200, 6371)",697
"List(293, 2914, 3491)",697
"List(286, 2497, 4565)",697
"List(3491, 3561, 4637)",697
"List(286, 297, 2497)",697
"List(701, 1800, 2497)",697
"List(1849, 2856, 5459)",697
"List(2497, 3561, 5696)",696
"List(293, 3491, 3932)",696
"List(286, 293, 4200)",696
"List(293, 2914, 3932)",696
"List(286, 293, 6172)",696
"List(701, 1239, 3593)",695
"List(286, 1673, 2548)",695
"List(1673, 1800, 3561)",695
"List(1673, 1740, 1800)",695
"List(286, 293, 7170)",695
"List(174, 286, 293)",695
"List(286, 293, 297)",695
"List(2856, 3561, 5400)",695
"List(1239, 1673, 1800)",695
"List(1239, 3561, 6553)",694
"List(3602, 4509, 6327)",694
"List(2914, 3491, 3932)",694
"List(1, 90, 701)",694
"List(1221, 2764, 4739)",694
"List(701, 3561, 4136)",694
"List(1, 701, 5684)",694
"List(1, 157, 1239)",694
"List(1, 701, 6245)",693
"List(701, 1239, 6095)",693
"List(701, 3561, 4183)",693
"List(286, 293, 4565)",693
"List(701, 1239, 6113)",693
"List(701, 3561, 6113)",693
"List(286, 293, 3491)",693
"List(701, 2497, 2828)",692
"List(1239, 2914, 6248)",692
"List(4755, 6453, 6762)",692
"List(293, 1239, 2041)",692
"List(1, 2914, 3720)",692
"List(1, 701, 7203)",692
"List(701, 3561, 3914)",691
"List(286, 1673, 1800)",691
"List(1239, 2497, 3563)",691
"List(1, 701, 4355)",691
"List(1239, 2497, 2551)",691
"List(2497, 2914, 3257)",691
"List(293, 701, 1800)",691
"List(286, 2914, 3491)",691
"List(701, 3561, 8070)",691
"List(1239, 3356, 3561)",691
"List(2497, 2914, 3356)",691
"List(293, 1239, 3847)",691
"List(38, 1224, 1225)",691
"List(701, 2497, 2551)",691
"List(1239, 2914, 3356)",691
"List(701, 1239, 6201)",690
"List(1239, 4200, 5714)",690
"List(701, 3561, 7851)",690
"List(1, 701, 5662)",690
"List(1239, 2041, 2497)",690
"List(2497, 2527, 4774)",690
"List(293, 3561, 3967)",690
"List(1239, 3386, 3491)",690
"List(1239, 3561, 4513)",690
"List(2497, 2551, 3561)",690
"List(2914, 3561, 4183)",690
"List(293, 3561, 3951)",690
"List(2914, 6461, 6939)",690
"List(2497, 3561, 3563)",690
"List(293, 1239, 3951)",690
"List(701, 2276, 3561)",689
"List(701, 1239, 6459)",689
"List(293, 5696, 6113)",689
"List(1239, 3561, 6992)",689
"List(2548, 3561, 6061)",689
"List(701, 3561, 4436)",689
"List(293, 2914, 3356)",689
"List(1, 1239, 5662)",689
"List(701, 3561, 8043)",689
"List(293, 1239, 5696)",689
"List(293, 2551, 3561)",689
"List(701, 3900, 8043)",689
"List(293, 1239, 2551)",689
"List(293, 701, 3967)",689
"List(701, 3561, 7194)",689
"List(1239, 3561, 10397)",689
"List(2041, 2497, 3561)",689
"List(1239, 3502, 3561)",689
"List(1, 701, 10561)",689
"List(2497, 2551, 2914)",689
"List(293, 701, 2551)",689
"List(293, 3561, 5696)",689
"List(701, 1239, 6248)",688
"List(1239, 2548, 10399)",688
"List(293, 2914, 3967)",688
"List(701, 3561, 6095)",688
"List(293, 1239, 1673)",688
"List(1239, 5696, 6062)",688
"List(293, 1746, 3561)",688
"List(701, 1239, 2899)",688
"List(3561, 7037, 7283)",688
"List(1, 701, 8137)",688
"List(2914, 3561, 4436)",688
"List(293, 3561, 6113)",688
"List(701, 1239, 4208)",688
"List(293, 1673, 3561)",688
"List(701, 1239, 5662)",688
"List(286, 293, 1673)",688
"List(701, 2041, 2497)",688
"List(293, 701, 1673)",688
"List(701, 4958, 6113)",688
"List(293, 1673, 1740)",688
"List(1, 1740, 5000)",688
"List(293, 1740, 6172)",688
"List(701, 1239, 3733)",688
"List(701, 1239, 8043)",688
"List(1, 293, 3847)",688
"List(701, 3561, 6469)",687
"List(2497, 2521, 4716)",687
"List(701, 3356, 3561)",687
"List(293, 701, 4544)",687
"List(293, 701, 1746)",687
"List(701, 3561, 6575)",687
"List(293, 2828, 3561)",687
"List(293, 2914, 4544)",687
"List(293, 2914, 3951)",687
"List(293, 3407, 3561)",687
"List(1239, 3561, 6095)",687
"List(701, 5646, 6365)",687
"List(293, 2551, 2914)",687
"List(701, 1740, 4374)",687
"List(786, 1849, 5459)",687
"List(701, 1239, 3914)",687
"List(1, 293, 1673)",687
"List(286, 3561, 6113)",687
"List(293, 701, 2828)",687
"List(293, 2914, 5696)",687
"List(701, 4200, 6078)",687
"List(293, 1239, 2828)",687
"List(103, 293, 5646)",687
"List(293, 3561, 4544)",687
"List(293, 5646, 6200)",687
"List(293, 2914, 6113)",687
"List(1239, 3561, 3914)",686
"List(701, 1239, 10537)",686
"List(1239, 3561, 4208)",686
"List(1239, 3561, 3728)",686
"List(1239, 6347, 7258)",686
"List(1239, 2914, 3914)",686
"List(701, 3561, 6376)",686
"List(701, 3561, 10317)",686
"List(286, 5696, 6113)",686
"List(293, 1746, 2914)",686
"List(1239, 2548, 6061)",686
"List(3561, 6347, 7258)",686
"List(701, 3561, 5024)",686
"List(293, 2914, 6716)",686
"List(1, 1239, 7284)",686
"List(701, 1740, 8022)",686
"List(1740, 2914, 5000)",686
"List(293, 3491, 6261)",686
"List(293, 1740, 2828)",686
"List(293, 2914, 3407)",685
"List(1239, 2918, 3561)",685
"List(293, 693, 5646)",685
"List(1239, 3561, 8134)",685
"List(293, 2041, 3561)",685
"List(1, 701, 8118)",685
"List(701, 3561, 4208)",685
"List(1239, 3561, 7057)",685
"List(2497, 4692, 4725)",685
"List(293, 2828, 2914)",685
"List(701, 2899, 3561)",685
"List(701, 1740, 5000)",685
"List(1239, 3561, 7452)",685
"List(1239, 5696, 6461)",685
"List(1, 3561, 6469)",685
"List(2516, 3561, 4459)",685
"List(1, 701, 8009)",685
"List(174, 293, 1673)",685
"List(1239, 3561, 6061)",684
"List(1239, 2497, 4006)",684
"List(2041, 3561, 6086)",684
"List(293, 701, 4183)",684
"List(1239, 4200, 4208)",684
"List(1239, 3561, 3833)",684
"List(701, 1239, 7144)",684
"List(1239, 3561, 7180)",684
"List(1239, 3561, 6512)",684
"List(1239, 3561, 7179)",684
"List(701, 3561, 6944)",684
"List(3602, 6327, 7361)",684
